,Hypoxia,,1918,C3890,E0726,A deficiency in the amount of oxygen reaching the tissues.,MedDRA:10021143:Hypoxia,,,,,E07|E0726,,
,Mediastinal Shift,,2198,C50645,E0727,Displacement of structures in the thoracic cavity in one direction due to increased pleural pressure on the contralateral side.,MedDRA:10066239:Mediastinal shift,,,,,E07|E0727,,
,Nasal Obstruction,,2466,C50662,E0728,Blockage of the nasal passages.,MedDRA:10028748:Nasal obstruction,,,,,E07|E0728,,
,Overinflation of Lung,,2397,C50644,E0729,"Abnormal permanent enlargement of the lung air spaces distal to terminal bronchiole not resulted from wall destruction, e.g. due to loss of opposite lung.",MedDRA:10059487:Lung hyperinflation,,,,,E07|E0729,,
,Pharyngitis,,2367,C26851,E0730,Inflammation of the throat most often caused by viral and bacterial infections.,MedDRA:10034835:Pharyngitis,,,,,E07|E0730,,
,Pleural Effusion,,2010,C3331,E0731,"Increased amounts of fluid within the pleural cavity. Symptoms include shortness of breath, cough, and chest pain.",MedDRA:10035598:Pleural effusion,,,,,E07|E0731,,
,Pleural Empyema,,4459,C34572,E0732,An accumulation of pus in the pleural space,MedDRA:10037381:Pulmonary empyema,,,,,E07|E0732,,
,Pneumonia,,2011,C3333,E0733,An acute and/or chronic inflammation focally or diffusely affecting the lung parenchyma.,MedDRA:10035664:Pneumonia,Respiratory System,Infections,,,E07|E0733,,
,,Bronchopneumonia,2437,C26710,E073301,Acute inflammation of the walls of the terminal bronchioles.,MedDRA:10006469:Bronchopneumonia,Respiratory System,Infections,,,E07|E0733|E073301,,
,Pneumothorax,,2012,C38006,E0734,Abnormal presence of air in the pleural cavity.,MedDRA:10035759:Pneumothorax,,,,,E07|E0734,,
,Pulmonary Dysfunction,,2019,C50712,E0735,Impaired or abnormal functioning of the pulmonary system causing multiple pulmonary issues.,MedDRA:10037386:Pulmonary function impairment,,,,,E07|E0735,,
,Pulmonary Edema,,2020,C26868,E0736,Accumulation of fluid in the lung tissues causing disturbance of the gas exchange that may lead to respiratory failure.,MedDRA:10037375:Pulmonary edema,Respiratory System,Generalized Disorders,,,E07|E0736,,
,Pulmonary Hypertension,,4460,C3120,E0737,Increased pressure within the pulmonary circulation due to lung or heart disorder.,MedDRA:10037400:Pulmonary hypertension,,,,,E07|E0737,,
,Pulmonary Infarction,,2021,C50714,E0738,"Localized necrosis of lung tissue caused by obstruction of the arterial blood supply, most often due to pulmonary embolism.",MedDRA:10037410:Pulmonary infarction,,,,,E07|E0738,,
,Respiratory Acidosis,,2482,C50728,E0739,"A condition in which the blood pH is less than normal, secondary to impaired gas exchange.",MedDRA:10038661:Respiratory acidosis,Respiratory System,"Endocrine, Metabolism and Nutrition",,,E07|E0739,,
,Respiratory Alkalosis,,2483,C50729,E0740,"A condition in which the blood pH is greater than normal, secondary to impaired gas exchange.",MedDRA:10038664:Respiratory alkalosis,Respiratory System,"Endocrine, Metabolism and Nutrition",,,E07|E0740,,
,Respiratory Arrest,,4461,C101772,E0741,Cessation of breathing function.,MedDRA:10038669:Respiratory arrest,,,,,E07|E0741,,
,Respiratory Failure,,2484,C26872,E0742,"The significant impairment of gas exchange within the lungs resulting in hypoxia, hypercarbia, or both, to the extent that organ tissue perfusion is severely compromised.",MedDRA:10038695:Respiratory failure,,,,,E07|E0742,,
,Respiratory Insufficiency,,4462,C51447,E0743,"Impairment of gas exchange within the lungs secondary to a disease process, neoplasm, or trauma, possibly resulting in hypoxia, hypercarbia, or both.",MedDRA:10038701:Respiratory insufficiency,,,,,E07|E0743,,
,Respiratory Tract Infection,,2420,C35650,E0744,An infectious disease affecting the respiratory tract.,MedDRA:10062352:Respiratory tract infection,Respiratory System,Infections,,,E07|E0744,,
,Sinus Perforation,,2277,C50741,E0745,A rupture in the sinus tissue due to traumatic or pathologic processes.,MedDRA:10040748:Sinus perforation,Respiratory System,Procedural Complications,,,E07|E0745,,
,Sneezing,,2251,C50746,E0746,A symptom consisting of the involuntary expulsion of air from the nose.,MedDRA:10041232:Sneezing,,,,,E07|E0746,,
,Sore Throat,,2396,C50747,E0747,"Any kind of inflammatory process of the tonsils, pharynx, or/and larynx characterized by pain in swallowing.",MedDRA:10041367:Sore throat,,,,,E07|E0747,,
,Stacking Breaths,,1593,C50752,E0748,Condition where there are a greater number of inhalations relative to the number of exhalations.,MedDRA:10068523:Breath stacking,,,,,E07|E0748,,
,Strangulation,,2084,C50756,E0749,"Interference with respiration by compression of the larynx, laryngopharynx or trachea, as well as of the carotid arteria or jugular veins.",MedDRA:10042169:Strangulation,Respiratory System,Injury,,Editorial change to the definition on 16 February 2021.,E07|E0749,,
,Ventilator Dependent,,2395,C50430,E0750,A condition that requires mechanical life support due to inability to breath effectively to maintain normal levels of oxygen and carbon dioxide in the body.,MedDRA:10080927:Dependence on ventilator,,,,,E07|E0750,,
,Wheezing,,4463,C206672,E0751,"A symptom and finding during physical examination, characterized by high-pitched, whistling sound during breathing. It results from narrowing or obstruction of the respiratory airways.  Also known as stridor.",MedDRA:10047924:Wheezing,,,Modified (technical),Definition modified for Release Number 2024. See no. 60 of Change Log,E07|E0751,,
,Unspecified Respiratory Problem,,4464,C26871,E0752,"The report describes a non-specific problem with the respiratory system. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",,,,,Term was added on 18 March 2020 for cases where the category of a health effect was reported but with no further details.,E07|E0752,,
,Upper Respiratory Tract Injury,,4599,C187283,E0753,"Mechanical or chemical injuries to the upper airways, including trachea, pharynx and larynx.",,,,,"Term was added on 27 January 2022. For details, see comment No. 103 of the Change Log (Release Number 2022).",E07|E0753,,
,Upper Respiratory Tract Irritation,,4872,C206560,E0754,Irritation and swelling of the upper airways,MedDRA:10070841:Upper respiratory tract irritation,,,New,Term added for Release Number 2024. See no. 1 of Change Log,E07|E0754,,
,Snoring,,4873,C116315,E0755,A particular type of noisy sound made by air passage across relaxed tissues during sleep.,MedDRA:10041235:Snoring,,,New,Term added for Release Number 2024. See no. 2 of Change Log,E07|E0755,,
,Nasal congestion,,4874,C78500,E0756,The blockage of the nasal passage due to mucosal edema. It is usually the result of a viral infection or an allergic reaction.,MedDRA:10028735:Nasal congestion,,,New,Term added for Release Number 2024. See no. 21 of Change Log,E07|E0756,,
,Breathing-related sleep disorder,,4875,C148023,E0757,Clinical spectrum with frequent episodes of either complete or partial obstruction of the upper airway during sleep. Includes sleep apnea. Also known as Sleep disordered breathing (SDB).,MedDRA:10006344:Breathing-related sleep disorder,,,New,Term added for Release Number 2024. See no. 61 of Change Log,E07|E0757,,
,Rhinitis,,4876,C34986,E0758,"Pattern of symptoms as a result of nasal inflammation and/or dysfunction of the nasal mucosa. There are various subtypes, such as allergic, infectious and non-allergic (e.g. atrophic) rhinitis.",MedDRA:10039083:Rhinitis,,,New,Term added for Release Number 2024. See no. 62 of Change Log,E07|E0758,,
,Respiratory Distress Syndrome of Newborns,,2046,C27560,E1516,A condition of the newborn marked by dyspnea with cyanosis.,MedDRA:10038692:Respiratory distress syndrome in newborn,"Pregnancy, Childbirth and the Puerperium",Respiratory System,,,E07|E1516,,
,High Oxygen Saturation,,2478,C50584,E2202,A high level of the degree to which oxygen is bound to hemoglobin given as a percentage calculated by dividing the maximum oxygen capacity into the actual oxygen content and multiplying by 100. Oxygen saturation usually is measured using pulse oximetry.,MedDRA:10033319:Oxygen saturation high,Investigations and Diagnostic Tests,Respiratory System,,,E07|E2202,,
,Low Oxygen Saturation,,2477,C50640,E2203,A low level of the degree to which oxygen is bound to hemoglobin given as a percentage calculated by dividing the maximum oxygen capacity into the actual oxygen content and multiplying by 100. Oxygen saturation usually is measured using pulse oximetry.,MedDRA:10033321:Oxygen saturation low,Investigations and Diagnostic Tests,Respiratory System,,,E07|E2203,,
Eye,,,,,E08,Eye,,,,Not selectable,Please use more detailed term within the hierarchy,E08,,
,Capsular Bag Tear,,2639,C50702,E0801,A tear in the capsular bag housing the lens.,MedDRA:10063941:Posterior capsule tear,,,,,E08|E0801,,
,Cataract,,1766,C26713,E0802,"Partial or complete opacity of the crystalline lens of one or both eyes that decreases visual acuity and eventually results in blindness. Some cataracts appear in infancy or in childhood, but most develop in older individuals. (Sternberg Diagnostic Surgical Pathology, 3rd ed.)",MedDRA:10007739:Cataract,,,,,E08|E0802,,
,Chemosis,,1775,C50490,E0803,Edema of the mucous membrane of the eyeball and eyelid lining.,MedDRA:10008435:Chemosis,Eye,Infections,,,E08|E0803,,
,Conjunctivitis,,1784,C34504,E0804,Inflammation of the conjunctiva of the eye.,MedDRA:10010741:Conjunctivitis,,,,,E08|E0804,,
,Corneal Clouding/Hazing,,1878,C50509,E0805,"Clouding of the middle area of the cornea, usually as a result of scarring due to infection, injury, or inflammation.",MedDRA:10052116:Corneal clouding,,,,,E08|E0805,,
,Corneal Decompensation,,1790,C50507,E0806,Inability to maintain corneal integrity; or corneal edema resulting from failure of the corneal endothelium to maintain detumescence.,MedDRA:10052117:Corneal decompensation,,,,,E08|E0806,,
,Corneal Edema,,1791,C50508,E0807,"Hazy, swollen cornea.",MedDRA:10011007:Corneal edema,Eye,Generalized Disorders,,,E08|E0807,,
,,Corneal Stromal Edema,1824,C50859,E080701,Fluid from the aqueous humor enters the corneal stroma and causes swelling.,MedDRA:10054772:Corneal stromal edema,Eye,Generalized Disorders,,,E08|E0807|E080701,,
,,Microcystic Edema,1823,C50901,E080702,Corneal edema of inflammatory origin associated with contact lens wear and morphologically characterized by presence of epithelial microcysts.,MedDRA:10068529:Corneal microcystic edema,Eye,Generalized Disorders,,,E08|E0807|E080702,,
,Corneal Epithelial Microcysts,,4465,C50549,E0808,"Very small, round vesicles containing fluid and cellular debris observed on the surface of the cornea under slit lamp examination in some types of corneal dystrophy and in wearers of extended wear lenses.",MedDRA:10068144:Corneal epithelial microcysts,,,,,E08|E0808,,
,Corneal Infiltrates,,2231,C50510,E0809,"Discrete, small lesions present in the cornea as a result of corneal inflammation and, in some cases, after soft contact lens wear especially extended-wear lenses.",MedDRA:10011022:Corneal infiltrates,,,,,E08|E0809,,
,Corneal Pannus,,1447,C50686,E0810,Superficial vascularization of the cornea with infiltration of granulation tissue.,MedDRA:10033682:Pannus (corneal),,,,,E08|E0810,,
,Corneal Perforation,,1792,C50692,E0811,A rupture in the corneal tissue due to traumatic or pathologic processes.,MedDRA:10011039:Corneal perforation,Eye,Procedural Complications,,,E08|E0811,,
,Corneal Scar,,1793,C50511,E0812,Replacement of corneal tissue with scar tissue as a result of injury to the deeper layers of the cornea.,MedDRA:10011044:Corneal scar,,,,,E08|E0812,,
,Corneal Touch,,1794,C50513,E0813,"Complications of intraocular lens surgery; usually refers to intraocular lens contact with cornea, can be intermittent or chronic.",MedDRA:10011055:Corneal touch,,,,,E08|E0813,,
,Corneal Ulcer,,1796,C50515,E0814,Area of epithelial tissue loss from corneal surface; associated with inflammatory cells in the cornea and anterior chamber.,MedDRA:10048492:Corneal ulcer,,,,,E08|E0814,,
,Dry Eye(s),,1814,C34553,E0815,A syndrome characterized by dryness of the cornea and conjunctiva. It is usually caused by a deficiency in tear production. Symptoms include a feeling of burning eyes and a possible foreign body presence in the eye.,MedDRA:10013774:Dry eye,,,,,E08|E0815,,
,Endophthalmitis,,1835,C34586,E0816,Inflammation of the intraocular fluids or tissues usually with microbial organisms.,MedDRA:10014801:Endophthalmitis,Eye,Infections,,,E08|E0816,,
,Excessive Tear Production,,2235,C50552,E0817,Profuse lacrimation.,MedDRA:10015591:Excess tears,,,,,E08|E0817,,
,Eye Infections,,4466,C45372,E0818,"An infection of any part of the eye, including the eyelid.",MedDRA:10015929:Eye infection,Eye,Infections,,,E08|E0818,,
,,Intraocular Infection,1933,C50617,E081801,Infection within the eye.,MedDRA:10054762:Eye infection intraocular,Eye,Infections,,,E08|E0818|E081801,,
,Eye Injury,,1845,C34602,E0819,Damage to the eye.,MedDRA:10061128:Eye injury,Eye,Injury,,,E08|E0819,,
,,Corneal Abrasion,1789,C26730,E081901,Injury to the epithelium of the cornea.,MedDRA:10010984:Corneal abrasion,,,,,E08|E0819|E081901,,
,,Eye Burn,2523,C50506,E081902,"Burn injury, including chemical burn, to any part of the eye.",MedDRA:10015911:Eye burns,Eye,Injury,,,E08|E0819|E081902,,
,,Retinal Detachment,2047,C26874,E081903,Separation of the inner retina layers from the underlying pigment epithelium.,MedDRA:10038848:Retinal detachment,,,,,E08|E0819|E081903,,
,,Retinal Injury,2048,C50731,E081904,"Damage to the retina due to toxicity, exposure to bright lights, or trauma.",MedDRA:10057430:Retinal injury,Eye,Injury,,,E08|E0819|E081904,,
,,Retinal Tear,2050,C50732,E081905,A usually small tearing of the retina occurring when the vitreous separates from the retina. It may lead to retinal detachment.,MedDRA:10038897:Retinal tear,,,,,E08|E0819|E081905,,
,,Vitreous Detachment,2445,C50807,E081906,Detachment of the vitreous humor from the retina.,MedDRA:10047650:Vitreous detachment,Eye,Procedural Complications,,,E08|E0819|E081906,,
,Eye Pain,,4467,C78287,E0820,Painful sensation in the eye.,MedDRA:10015958:Eye pain,Eye,Generalized Disorders,,,E08|E0820,,
,Foreign Body Sensation in Eye,,1869,C50572,E0821,Feeling of grittiness or having something in the eye; frequently caused by a foreign body.,MedDRA:10051116:Foreign body sensation in eyes,,,,,E08|E0821,,
,Glaucoma,,1875,C26782,E0822,Increased pressure in the eyeball due to obstruction of the outflow of aqueous humor.,MedDRA:10018304:Glaucoma,,,,,E08|E0822,,
,Halo,,2227,C50806,E0823,"Hazy ring around bright lights seen by some patients with refractive error or optical defects, e.g. cataracts, or corneal swelling.",MedDRA:10019099:Halo vision,,,,,E08|E0823,,
,Hyphema,,1911,C50592,E0824,Hemorrhage within the anterior chamber of the eye.,MedDRA:10020924:Hyphema,,,,"Definition was modified on 31 January 2023 to remove ""bloodshot"". For details, see comment No. 139 of the Change Log (Release Number 2023).",E08|E0824,,
,Hypopyon,,1913,C50593,E0825,An accumulation of pus in the anterior chamber of the eye.,MedDRA:10021086:Hypopyon,,,,,E08|E0825,,
,Intraocular Pressure Decreased,,4468,C172147,E0826,Decrease of pressure of the intraocular fluid in the eye.,MedDRA:10022804:Intraocular pressure decreased,,,,,E08|E0826,,
,Intraocular Pressure Increased,,1937,C50618,E0827,"Increase of pressure of the intraocular fluid in the eye, also known as ocular hypertension.",MedDRA:10022806:Intraocular pressure increased,,,,"Definition was modified on 31 January 2023 (Old definition: Increase of pressure of the intraocular fluid in the eye.). For details, see comment No. 108 of the Change Log (Release Number 2023).",E08|E0827,,
,Iritis,,1940,C50621,E0828,Inflammation of the iris.,MedDRA:10022955:Iritis,,,,,E08|E0828,,
,Keratitis,,1944,C26805,E0829,Inflammation of the cornea.,MedDRA:10023332:Keratitis,,,,,E08|E0829,,
,, Infective Keratitis,1945,C118749,E082901,"Keratitis due to infection, including infection by acanthamoeba.",MedDRA:10076672:Infective keratitis,,,,"Term/Definition was modified on 27 January 2022 (Old term/definition: Acanthamoeba Keratitis: Keratitis due to infection by acanthamoeba.) MedDRA mapping also updated from Acanthameba keratitis(10074137) to Infective keratitis(10076672). For details, see comment No. 252 of the Change Log (Release Number 2022).",E08|E0829|E082901,,
,Macular Edema,,1822,C35468,E0830,"Accumulation of intraretinal fluid and protein in the macula, which may result in swelling and decreased central vision.",MedDRA:10054467:Macular edema,Eye,Generalized Disorders,,,E08|E0830,,
,Overwear Syndrome,,2234,C50504,E0831,"Ocular pain which may be very intense, accompanied by corneal epithelium damage, conjunctival injection, lacrimation, blepharospasm, photophobia and hazy vision following corneal edema caused by overwear of contact lenses, principally the PMMA type.",MedDRA:10080905:Overwear syndrome,,,,,E08|E0831,,
,Pupillary Block,,2026,C50716,E0832,An obstruction of the pupil.,MedDRA:10037520:Pupillary block,,,,,E08|E0832,,
,Red Eye(s),,2038,C50725,E0833,Lay term applied to any condition with dilation of conjunctival or ciliary blood vessels; innumerable causes.,MedDRA:10038189:Red eye,,,,,E08|E0833,,
,Retinal Degeneration,,2049,C34979,E0834,Degeneration of the retina.,MedDRA:10038845:Retinal degeneration,,,,,E08|E0834,,
,Toxic Anterior Segment Syndrome (TASS),,4469,C172040,E0835,An acute postoperative inflammatory reaction in which a noninfectious substance enters the anterior segment and induces toxic damage to the intraocular tissues.,MedDRA:10066366:Toxic anterior segment syndrome,,,,Editorial change to the definition on 16 February 2021.,E08|E0835,,
,UGH (Uveitis Glaucoma Hyphema) Syndrome,,4470,C50794,E0836,"Clinical triad of uveitis, glaucoma, and hyphema (UGH), especially associated with the insertion of an anterior chamber intraocular lens (IOL).",MedDRA:10068156:Uveitis-glaucoma-hyphema syndrome,,,,,E08|E0836,,
,Uveitis,,2122,C26909,E0837,Inflammation of the uvea.,MedDRA:10046851:Uveitis,,,,,E08|E0837,,
,Visual Disturbances,,2140,C50805,E0838,An interference to normal eyesight without necessarily affecting visual acuity.,MedDRA:10047545:Visual disturbances,,,,,E08|E0838,,
,,Flashers,1864,C50568,E083801,The perception of sudden or brief bursts of light.,MedDRA:10047569:Visual flashes,,,,,E08|E0838|E083801,,
,,Phosphene Visualization,2164,C50697,E083802,An objective visual sensation that appears with the eyes closed and in the absence of visual light.,MedDRA:10034936:Phosphenes,Eye,Generalized Disorders,,,E08|E0838|E083802,,
,,Vitreous Floaters,1866,C50808,E083803,"Spots or stringy shapes in vision, often caused by deposits, aggregates, or cell fragments in the vitreous humor or lens.",MedDRA:10047654:Vitreous floaters,,,,,E08|E0838|E083803,,
,,Photophobia,4801,C28210,E083804,Increased sensitivity of the eyes to light causing discomfort or pain.,MedDRA:10034960:Photophobia,,,,"Term was added on 27 January 2022. For details, see comment No. 251 of the Change Log (Release Number 2022).",E08|E0838|E083804,,
,Visual Impairment,,2138,C50602,E0839,Decreased ability to see to a degree that requires corrective measures,MedDRA:10047571:Visual impairment,,,,,E08|E0839,,
,,Blurred Vision,2137,C27123,E083901,The loss of visual acuity (sharpness of vision).,MedDRA:10005886:Blurred vision,,,,,E08|E0839|E083901,,
,,Loss of Vision,2139,C50638,E083902,"Severely reduced visual acuity that cannot be corrected, or total loss of vision.",MedDRA:10024881:Loss of vision,,,,,E08|E0839|E083902,,
,,Diplopia/Double Vision,4802,C37941,E083903,Perception of multiple images from one object.,MedDRA:10013036:Diplopia,,,,"Term was added on 27 January 2022. For details, see comment No. 130 of the Change Log (Release Number 2022).",E08|E0839|E083903,,
,Vitreous Hemorrhage,,2143,C50469,E0840,Blood extravasation in the vitreous humor.,MedDRA:10047656:Vitreous hemorrhage,,,,,E08|E0840,,
,Vitreous Loss,,2142,C50639,E0841,loss or prolapse of vitreous gel.,MedDRA:10063942:Vitreous loss,,,,,E08|E0841,,
,Vitritis,,2181,C50587,E0842,"Inflammatory intraocular reaction with clouding and cells in vitreous; often accompanies inflammation of ciliary body, iris, choroid, or retina.",MedDRA:10047663:Vitritis,,,,,E08|E0842,,
,Zonular Dehiscence,,2698,C72898,E0843,Rupture of the fibrous strands connecting the ciliary body with the crystalline lens of the eye (usually at the time of cataract surgery).,MedDRA:10068351:Ciliary zonular dehiscence,,,,Editorial change to the definition on 16 February 2021.,E08|E0843,,
,Unspecified Eye / Vision Problem,,4471,C172049,E0844,"The report describes a non-specific problem with the eye(s) or vision. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",,,,,Term was added on 18 March 2020 for cases where the category of a health effect was reported but with no further details.,E08|E0844,,
,Eye Irritation,,4803,C187286,E0845,"A generic term used to describe abnormal sensations that bother the eyes like dryness, itchiness, burning and grittiness.",MedDRA:10015946:Eye irritation,,,,"Definition was modified on 31 January 2023 to add ""abnormal"". For details, see comment No. 103 of the Change Log (Release Number 2023).",E08|E0845,,
,Corneal Thinning,,4804,C187287,E0846,"Progressive deformation of the corneal structure, characterized by thinning of the cornea.",MedDRA:10054760:Corneal thinning,,,,"Term was added on 27 January 2022. For details, see comment No. 126 of the Change Log (Release Number 2022).",E08|E0846,,
,Pigment Dispersion Syndrome,,4805,C187288,E0847,"Condition where iris pigment is released into the anterior chamber and deposited in the trabecular meshwork, due to a procedure or device implantation.",MedDRA:10052134:Pigment dispersion syndrome,Eye,Procedural Complications,,"Term was added on 27 January 2022. For details, see comment No. 127 of the Change Log (Release Number 2022).",E08|E0847,,
,Corneal Endothelial Cell Loss,,4806,C187360,E0848,Decrease in corneal endothelial cell density.,MedDRA:10071681:Corneal endothelial cell loss,Eye,Procedural Complications,,"Term was added on 27 January 2022. For details, see comment No. 129 of the Change Log (Release Number 2022).",E08|E0848,,
,Posterior Capsule Opacification,,4807,C187361,E0849,Remnant lens epithelial cell proliferation and migration to the posterior capsule.,MedDRA:10036346:Posterior capsule opacification,Eye,Procedural Complications,,"Term was added on 27 January 2022. For details, see comment No. 131 of the Change Log (Release Number 2022).",E08|E0849,,
,Conjunctival Hemorrhage,,4808,C26728,E0850,Blood extravasation in the conjunctiva.,MedDRA:10010720:Conjunctival hemorrhage,Eye,Vascular System,,"Term was added on 27 January 2022. For details, see comment No. 136 of the Change Log (Release Number 2022).",E08|E0850,,
,Retinal Hemorrhage,,4809,C187279,E0851,Blood extravasation in the retina.,MedDRA:10038870:Retinal hemorrhage,Eye,Vascular System,,"Term was added on 27 January 2022. For details, see comment No. 137 of the Change Log (Release Number 2022).",E08|E0851,,
,Choroidal Hemorrhage,,4810,C187280,E0852,Blood extravasation in the choroid.,MedDRA:10055239:Choroidal hemorrhage,Eye,Vascular System,,"Term was added on 27 January 2022. For details, see comment No. 138 of the Change Log (Release Number 2022).",E08|E0852,,
,Optic Nerve Sheath Hemorrhage,,4811,C187281,E0853,Blood extravasation in the Optic Nerve Sheath.,MedDRA:10054519:Optic nerve sheath hemorrhage,Eye,Vascular System,,"Term was added on 27 January 2022. For details, see comment No. 139 of the Change Log (Release Number 2022).",E08|E0853,,
,Mydriasis,,4856,C193441,E0854,Dilated pupils,MedDRA:10028521:Mydriasis,,,,"Term was added on 31 January 2023. For details, see comment No. 107 of the Change Log (Release Number 2023).",E08|E0854,,
,Anterior Capsule Opacification,,4857,C193442,E0855,Remnant lens epithelial cell proliferation of the anterior capsule. ,MedDRA:10088740:Anterior capsule opacification,,,,"Term was added on 31 January 2023. For details, see comment No. 119 / 121 of the Change Log (Release Number 2023).",E08|E0855,,
,Pupillary Disorder,,4858,C193440,E0856,Condition which affects the structures or function of the pupil of the eye.,MedDRA:10037521:Pupillary disorder,,,,"Term was added on 31 January 2023. For details, see comment No. 120 of the Change Log (Release Number 2023).",E08|E0856,,
,Corneal Warpage,,4859,C193443,E0857,A change in the shape of the corneal surface presenting as abnormal radial symmetry.,MedDRA:10075404:Corneal warpage,,,,"Term was added on 31 January 2023. For details, see comment No. 129 of the Change Log (Release Number 2023).",E08|E0857,,
,Choroidal detachment,,4877,C206549,E0858,"A detachment of the choroid from the underlying sclera often due to the accumulation of fluid (blood for hemorrhagic, other fluids for serous detachment) in the suprachoroidal space",MedDRA:10008783:Choroidal detachment,,,New,Term added for Release Number 2024. See no. 7 of Change Log,E08|E0858,,
,Choroidal effusion,,4878,C206550,E0859,"Fluid accumulation in the suprachoroidal space, can lead to detachment",MedDRA:10063970:Choroidal effusion,,,New,Term added for Release Number 2024. See no. 8 of Change Log,E08|E0859,,
Ear and Labyrinth,,,,,E09,Ear and Labyrinth,,,,Not selectable,Please use more detailed term within the hierarchy,E09,,
,Acoustic Shock,,1693,C50452,E0901,Neurophysiological and psychological symptoms caused by sudden and unexpected loud noise.,MedDRA:10068150:Acoustic shock,Ear and Labyrinth,Nervous System,,,E09|E0901,,
,Acoustic Trauma,,1694,C50453,E0902,"Injury to the hearing mechanisms within the inner ear, caused by excessively loud noise.",MedDRA:10000528:Acoustic trauma,,,,,E09|E0902,,
,Hearing Impairment,,1881,C50576,E0903,"Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures.",MedDRA:10019245:Hearing impaired,,,,,E09|E0903,,
,,Partial Hearing Loss,4472,C27643,E090301,A condition in which a person partially loses the ability to hear sounds in one or both ears.,MedDRA:10050564:Partial hearing loss,,,,,E09|E0903|E090301,,
,,Total Hearing Loss,4473,C36194,E090302,A condition in which a person completely loses the hearing in one or both ears.,MedDRA:10074290:Complete hearing loss,,,,,E09|E0903|E090302,,
,Tinnitus,,2103,C50772,E0904,"A noise in the ears, such as ringing, buzzing, roaring or clicking in the absence of auditory stimulation.",MedDRA:10043882:Tinnitus,Ear and Labyrinth,Nervous System,,,E09|E0904,,
,Vertigo,,2134,C38057,E0905,"A feeling of movement, a sensation as if the external world were revolving around the person or as if they were revolving in space (subjective vertigo). Vertigo is medically distinct from dizziness, lightheadedness, and unsteadiness.",MedDRA:10047340:Vertigo,,,,,E09|E0905,,
,Unspecified Ear or Labyrinth Problem,,4474,C171969,E0906,"The report describes a non-specific problem with the ear or labyrinth. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",,,,,Term was added on 18 March 2020 for cases where the category of a health effect was reported but with no further details.,E09|E0906,,
,Ear Pain,,4812,C37944,E0907,Earache or ear pain.,MedDRA:10014020:Ear pain,Ear and Labyrinth,Generalized Disorders,,"Term was added on 27 January 2022. For details, see comment No. 234 / 235 of the Change Log (Release Number 2022).",E09|E0907,,
,Ear infection,,4813,C27193,E0908,Infection of the ear.,MedDRA:10014011:Ear infection,Ear and Labyrinth,Infections,,"Term was added on 27 January 2022. For details, see comment No. 223 of the Change Log (Release Number 2022).",E09|E0908,,
,,Infectious Otitis Externa,4814,C3299,E090801,An infectious process involving the outer ear and ear canal.,MedDRA:10033072:Otitis externa,Ear and Labyrinth,Infections,,Editorial change to the term on 31 January 2023.,E09|E0908|E090801,,
,,Infectious Otitis Media,4815,C84354,E090802,"An infectious process involving the middle ear, includes acute otitis media, chronic otitis media, chronic suppurative otitis media, otitis media with effusion (OME), etc.",MedDRA:10033078:Otitis media,Ear and Labyrinth,Infections,,Editorial change to the term on 31 January 2023.,E09|E0908|E090802,,
,Middle Ear Inflammation,,4816,C34885,E0909,Inflammation (swelling and redness) to the middle ear.,MedDRA:10065838:Middle ear inflammation,,,,"Term was added on 27 January 2022. For details, see comment No. 232 of the Change Log (Release Number 2022).",E09|E0909,,
,Labyrinthitis,,4817,C128369,E0910,An inflammation of the labyrinth in the inner ear that causes dizziness and reduced or distorted hearing. ,MedDRA:10023567:Labyrinthitis,Ear and Labyrinth,Infections,,"Term was added on 27 January 2022. For details, see comment No. 233 of the Change Log (Release Number 2022).",E09|E0910,,
,Neonatal Hearing Impairment,,1975,C50667,E1512,An abnormality that affects hearing within the first month after birth.,MedDRA:10080921:Neonatal hearing impairment,"Pregnancy, Childbirth and the Puerperium",Ear and Labyrinth,,,E09|E1512,,
,,Complete Neonatal Hearing Loss,4515,C171957,E151201,Complete loss of the ability to detect or understand sounds present in an infant within its first month after birth.,MedDRA:10082499:Complete neonatal hearing loss,"Pregnancy, Childbirth and the Puerperium",Ear and Labyrinth,,,E09|E1512|E151201,,
,,Partial Neonatal Hearing loss,4516,C172016,E151202,Partial loss of the ability to detect or understand sounds present in an infant within its first month after birth.,MedDRA:10082496:Partial neonatal hearing loss,"Pregnancy, Childbirth and the Puerperium",Ear and Labyrinth,,,E09|E1512|E151202,,
Gastrointestinal System,,,,,E10,Gastrointestinal System,,,,Not selectable,Please use more detailed term within the hierarchy,E10,,
,Abdominal Distention,,2601,C78161,E1001,The condition of the abdomen being enlarged or swollen from internal pressure.,MedDRA:10000060:Abdominal distension,,,,,E10|E1001,,
,Abdominal Pain,,1685,C26682,E1002,Painful sensation in the abdominal region.,MedDRA:10000081:Abdominal pain,Gastrointestinal System,Generalized Disorders,,,E10|E1002,,
